customer_id,age_cat,freq_cat
2432,age35~49,freq0
2433,age20~34,freq0
2434,age20~34,freq1
2435,age20~34,freq1
2436,age50~,freq1
2437,age20~34,freq3~
2438,age35~49,freq0
2439,age50~,freq3~
2440,age35~49,freq2
2441,age20~34,freq0
2442,age35~49,freq0
2443,age35~49,freq1
2444,age35~49,freq3~
2445,age35~49,freq3~
2446,age50~,freq3~
2447,age50~,freq2
2448,age35~49,freq1
2449,age~19,freq1
2450,age50~,freq1
2451,age35~49,freq2
2452,age35~49,freq1
2453,age35~49,freq0
2454,age35~49,freq3~
2455,age35~49,freq1
2456,age50~,freq0
2457,age20~34,freq1
2458,age20~34,freq0
2459,age20~34,freq0
2460,age50~,freq1
2461,age20~34,freq0
2462,age20~34,freq0
2463,age35~49,freq1
2464,age35~49,freq1
2465,age35~49,freq3~
2466,age50~,freq1
2467,age20~34,freq3~
2468,age35~49,freq0
2469,age20~34,freq1
2470,age20~34,freq3~
2471,age35~49,freq1
2472,age50~,freq1
2473,age35~49,freq3~
2474,age35~49,freq0
2475,age35~49,freq0
2476,age35~49,freq2
2477,age35~49,freq1
2478,age20~34,freq1
2479,age50~,freq3~
2480,age50~,freq0
2481,age50~,freq3~
2482,age35~49,freq0
2483,age~19,freq1
2484,age20~34,freq3~
2485,age~19,freq0
2486,age20~34,freq3~
2487,age20~34,freq0
2488,age35~49,freq1
2489,age35~49,freq0
2490,age~19,freq0
2491,age20~34,freq0
2492,age50~,freq0
2493,age50~,freq3~
2494,age35~49,freq3~
2495,age20~34,freq0
2496,age50~,freq1
2497,age20~34,freq1
2498,age50~,freq1
2499,age35~49,freq1
2500,age35~49,freq2
2501,age35~49,freq1
2502,age50~,freq3~
2503,age35~49,freq0
2504,age20~34,freq0
2505,age50~,freq1
2506,age20~34,freq3~
2507,age20~34,freq3~
2508,age20~34,freq0
2509,age35~49,freq1
2510,age35~49,freq0
2511,age35~49,freq1
2512,age20~34,freq0
2513,age20~34,freq0
2514,age35~49,freq0
2515,age~19,freq2
2516,age35~49,freq0
2517,age50~,freq3~
2518,age20~34,freq0
2519,age20~34,freq0
2520,age35~49,freq0
2521,age35~49,freq3~
2522,age50~,freq0
2523,age35~49,freq3~
2524,age35~49,freq1
2525,age20~34,freq1
2526,age35~49,freq0
2527,age20~34,freq0
2528,age20~34,freq3~
2529,age20~34,freq3~
2530,age35~49,freq1
2531,age20~34,freq1
2532,age20~34,freq1
2533,age~19,freq0
2534,age35~49,freq0
2535,age35~49,freq3~
2536,age50~,freq1
2537,age50~,freq0
2538,age50~,freq0
2539,age50~,freq0
2540,age35~49,freq2
2541,age50~,freq0
2542,age20~34,freq0
2543,age35~49,freq3~
2544,age35~49,freq0
2545,age35~49,freq1
2546,age~19,freq0
2547,age20~34,freq0
2548,age20~34,freq0
2549,age50~,freq0
2550,age20~34,freq0
2551,age50~,freq3~
2552,age20~34,freq3~
2553,age20~34,freq1
2554,age35~49,freq0
2555,age35~49,freq3~
2556,age35~49,freq2
2557,age35~49,freq3~
2558,age35~49,freq0
2559,age20~34,freq1
2560,age35~49,freq1
2561,age35~49,freq3~
2562,age35~49,freq0
2563,age50~,freq1
2564,age~19,freq3~
2565,age35~49,freq0
2566,age50~,freq1
2567,age20~34,freq0
2568,age35~49,freq1
2569,age35~49,freq0
2570,age20~34,freq0
2571,age20~34,freq2
2572,age20~34,freq0
2573,age35~49,freq0
2574,age50~,freq3~
2575,age20~34,freq3~
2576,age20~34,freq1
2577,age35~49,freq0
2578,age35~49,freq1
2579,age50~,freq3~
2580,age35~49,freq0
2581,age20~34,freq0
2582,age35~49,freq0
2583,age50~,freq0
2584,age35~49,freq1
2585,age50~,freq2
2586,age35~49,freq0
2587,age20~34,freq0
2588,age50~,freq1
2589,age20~34,freq0
2590,age50~,freq0
2591,age35~49,freq3~
2592,age20~34,freq1
2593,age35~49,freq2
2594,age50~,freq1
2595,age20~34,freq3~
2596,age35~49,freq2
2597,age35~49,freq2
2598,age20~34,freq3~
2599,age50~,freq2
2600,age35~49,freq3~
2601,age35~49,freq1
2602,age35~49,freq0
2603,age20~34,freq2
2604,age20~34,freq2
2605,age20~34,freq1
2606,age50~,freq0
2607,age20~34,freq3~
2608,age35~49,freq0
2609,age35~49,freq3~
2610,age20~34,freq3~
2611,age20~34,freq0
2612,age~19,freq1
2613,age35~49,freq1
2614,age50~,freq0
2615,age20~34,freq3~
2616,age35~49,freq3~
2617,age35~49,freq3~
2618,age35~49,freq1
2619,age20~34,freq1
2620,age20~34,freq1
2621,age20~34,freq3~
2622,age35~49,freq2
2623,age35~49,freq1
2624,age20~34,freq0
2625,age50~,freq1
2626,age35~49,freq3~
2627,age35~49,freq1
2628,age50~,freq1
2629,age35~49,freq1
2630,age20~34,freq0
2631,age35~49,freq0
2632,age20~34,freq0
2633,age35~49,freq2
2634,age35~49,freq3~
2635,age35~49,freq0
2636,age20~34,freq3~
2637,age50~,freq3~
2638,age35~49,freq0
2639,age35~49,freq1
2640,age35~49,freq3~
2641,age20~34,freq0
2642,age~19,freq2
2643,age35~49,freq0
2644,age~19,freq0
2645,age50~,freq0
2646,age35~49,freq0
2647,age35~49,freq1
2648,age35~49,freq0
2649,age20~34,freq0
2650,age50~,freq0
2651,age20~34,freq2
2652,age20~34,freq0
2653,age35~49,freq3~
2654,age~19,freq1
2655,age35~49,freq1
2656,age20~34,freq1
2657,age35~49,freq0
2658,age35~49,freq0
2659,age50~,freq1
2660,age35~49,freq0
2661,age50~,freq3~
2662,age35~49,freq0
2663,age50~,freq0
2664,age50~,freq1
2665,age20~34,freq0
2666,age35~49,freq2
2667,age35~49,freq0
2668,age35~49,freq0
2669,age20~34,freq0
2670,age50~,freq1
2671,age~19,freq0
2672,age35~49,freq1
2673,age35~49,freq0
2674,age~19,freq0
2675,age35~49,freq0
2676,age35~49,freq3~
2677,age20~34,freq1
2678,age35~49,freq3~
2679,age35~49,freq0
2680,age50~,freq1
2681,age50~,freq1
2682,age20~34,freq0
2683,age20~34,freq1
2684,age35~49,freq2
2685,age20~34,freq3~
2686,age35~49,freq3~
2687,age35~49,freq2
2688,age50~,freq0
2689,age20~34,freq1
2690,age20~34,freq0
2691,age50~,freq0
2692,age35~49,freq2
2693,age50~,freq0
2694,age35~49,freq0
2695,age35~49,freq0
2696,age50~,freq3~
2697,age35~49,freq3~
2698,age20~34,freq3~
2699,age50~,freq3~
2700,age20~34,freq2
2701,age35~49,freq3~
2702,age20~34,freq0
2703,age35~49,freq3~
2704,age20~34,freq0
2705,age20~34,freq1
2706,age50~,freq1
2707,age20~34,freq2
2708,age35~49,freq0
2709,age20~34,freq3~
2710,age50~,freq3~
2711,age50~,freq3~
2712,age~19,freq2
2713,age50~,freq0
2714,age20~34,freq2
2715,age50~,freq1
2716,age50~,freq3~
2717,age20~34,freq1
2718,age50~,freq3~
2719,age20~34,freq1
2720,age50~,freq0
2721,age50~,freq0
2722,age~19,freq0
2723,age35~49,freq3~
2724,age20~34,freq1
2725,age35~49,freq0
2726,age50~,freq0
2727,age50~,freq2
2728,age35~49,freq3~
2729,age20~34,freq1
2730,age50~,freq1
2731,age20~34,freq1
2732,age35~49,freq0
2733,age50~,freq0
2734,age20~34,freq0
2735,age50~,freq1
2736,age35~49,freq3~
2737,age35~49,freq3~
2738,age50~,freq1
2739,age35~49,freq0
2740,age35~49,freq1
2741,age20~34,freq1
2742,age50~,freq0
2743,age35~49,freq3~
2744,age35~49,freq1
2745,age~19,freq3~
2746,age20~34,freq2
2747,age20~34,freq3~
2748,age50~,freq3~
2749,age50~,freq3~
2750,age50~,freq1
2751,age35~49,freq0
2752,age35~49,freq0
2753,age50~,freq2
2754,age35~49,freq1
2755,age50~,freq1
2756,age35~49,freq0
2757,age~19,freq0
2758,age35~49,freq3~
2759,age35~49,freq1
2760,age50~,freq3~
2761,age50~,freq0
2762,age20~34,freq2
2763,age35~49,freq1
2764,age20~34,freq1
2765,age50~,freq3~
2766,age35~49,freq0
2767,age20~34,freq0
2768,age50~,freq0
2769,age~19,freq1
2770,age35~49,freq0
2771,age35~49,freq1
2772,age50~,freq3~
2773,age35~49,freq1
2774,age50~,freq0
2775,age35~49,freq0
2776,age50~,freq1
2777,age20~34,freq0
2778,age35~49,freq0
2779,age35~49,freq0
2780,age50~,freq0
2781,age50~,freq3~
2782,age35~49,freq0
2783,age35~49,freq0
2784,age50~,freq0
2785,age50~,freq3~
2786,age50~,freq3~
2787,age50~,freq0
2788,age50~,freq1
2789,age50~,freq3~
2790,age~19,freq0
2791,age35~49,freq1
2792,age35~49,freq0
2793,age50~,freq0
2794,age20~34,freq3~
2795,age20~34,freq1
2796,age50~,freq0
2797,age50~,freq0
2798,age50~,freq3~
2799,age35~49,freq2
2800,age35~49,freq0
2801,age20~34,freq2
2802,age20~34,freq1
2803,age20~34,freq3~
2804,age50~,freq0
2805,age35~49,freq1
2806,age35~49,freq3~
2807,age50~,freq0
2808,age35~49,freq1
2809,age35~49,freq3~
2810,age~19,freq3~
2811,age20~34,freq1
2812,age20~34,freq0
2813,age~19,freq1
2814,age35~49,freq0
2815,age50~,freq2
2816,age35~49,freq1
2817,age35~49,freq1
2818,age~19,freq3~
2819,age20~34,freq3~
2820,age20~34,freq1
2821,age20~34,freq0
2822,age~19,freq1
2823,age50~,freq0
2824,age50~,freq1
2825,age50~,freq1
2826,age~19,freq2
2827,age35~49,freq1
2828,age35~49,freq3~
2829,age50~,freq3~
2830,age20~34,freq0
2831,age20~34,freq1
2832,age20~34,freq1
2833,age20~34,freq0
2834,age~19,freq0
2835,age20~34,freq3~
2836,age50~,freq3~
2837,age50~,freq0
2838,age20~34,freq0
2839,age35~49,freq3~
2840,age20~34,freq0
2841,age35~49,freq0
2842,age~19,freq1
2843,age35~49,freq0
2844,age50~,freq0
2845,age35~49,freq1
2846,age50~,freq0
2847,age20~34,freq0
2848,age35~49,freq1
2849,age50~,freq0
2850,age50~,freq1
2851,age35~49,freq2
2852,age35~49,freq1
2853,age50~,freq3~
2854,age20~34,freq1
2855,age35~49,freq3~
2856,age20~34,freq0
2857,age20~34,freq3~
2858,age50~,freq1
2859,age50~,freq0
2860,age20~34,freq3~
2861,age50~,freq1
2862,age20~34,freq1
2863,age35~49,freq0
2864,age35~49,freq0
2865,age50~,freq2
2866,age35~49,freq1
2867,age35~49,freq0
2868,age35~49,freq3~
2869,age20~34,freq3~
2870,age20~34,freq0
2871,age50~,freq2
2872,age20~34,freq1
2873,age35~49,freq1
2874,age50~,freq3~
2875,age35~49,freq1
2876,age50~,freq0
2877,age50~,freq1
2878,age~19,freq1
2879,age20~34,freq3~
2880,age20~34,freq3~
2881,age50~,freq1
2882,age35~49,freq3~
2883,age50~,freq0
2884,age20~34,freq1
2885,age20~34,freq2
2886,age50~,freq3~
2887,age20~34,freq3~
2888,age50~,freq3~
2889,age35~49,freq1
2890,age35~49,freq1
2891,age50~,freq0
2892,age35~49,freq3~
2893,age35~49,freq1
2894,age50~,freq1
2895,age20~34,freq0
2896,age35~49,freq0
2897,age35~49,freq0
2898,age~19,freq1
2899,age35~49,freq0
2900,age~19,freq0
2901,age50~,freq1
2902,age~19,freq0
2903,age35~49,freq0
2904,age50~,freq0
2905,age35~49,freq1
2906,age35~49,freq0
2907,age20~34,freq0
2908,age35~49,freq1
2909,age20~34,freq1
2910,age50~,freq0
2911,age35~49,freq3~
2912,age35~49,freq1
2913,age~19,freq1
2914,age20~34,freq0
2915,age35~49,freq0
2916,age20~34,freq0
2917,age35~49,freq3~
2918,age50~,freq1
2919,age50~,freq1
2920,age20~34,freq2
2921,age35~49,freq3~
2922,age20~34,freq0
2923,age20~34,freq2
2924,age20~34,freq0
2925,age35~49,freq0
2926,age50~,freq1
2927,age50~,freq0
2928,age35~49,freq3~
2929,age20~34,freq3~
2930,age~19,freq2
2931,age50~,freq1
2932,age35~49,freq3~
2933,age50~,freq0
2934,age35~49,freq0
2935,age50~,freq1
2936,age35~49,freq1
2937,age35~49,freq2
2938,age35~49,freq0
2939,age20~34,freq3~
2940,age50~,freq0
2941,age~19,freq1
2942,age50~,freq2
2943,age35~49,freq1
2944,age50~,freq0
2945,age35~49,freq0
2946,age~19,freq1
2947,age35~49,freq3~
2948,age35~49,freq3~
2949,age35~49,freq0
2950,age~19,freq0
2951,age50~,freq1
2952,age20~34,freq3~
2953,age20~34,freq3~
2954,age~19,freq2
2955,age50~,freq0
2956,age50~,freq2
2957,age20~34,freq3~
2958,age20~34,freq0
2959,age50~,freq0
2960,age50~,freq2
2961,age35~49,freq3~
2962,age35~49,freq0
2963,age~19,freq0
2964,age20~34,freq3~
2965,age50~,freq3~
2966,age35~49,freq3~
2967,age20~34,freq3~
2968,age50~,freq0
2969,age20~34,freq0
2970,age20~34,freq0
2971,age35~49,freq3~
2972,age35~49,freq1
2973,age~19,freq3~
2974,age50~,freq2
2975,age~19,freq1
2976,age35~49,freq3~
2977,age35~49,freq3~
2978,age35~49,freq0
2979,age20~34,freq3~
2980,age50~,freq2
2981,age~19,freq2
2982,age20~34,freq1
2983,age50~,freq1
2984,age35~49,freq1
2985,age~19,freq0
2986,age~19,freq0
2987,age35~49,freq3~
2988,age20~34,freq1
2989,age35~49,freq1
2990,age~19,freq1
2991,age35~49,freq3~
2992,age20~34,freq1
2993,age50~,freq1
2994,age50~,freq2
2995,age50~,freq3~
2996,age20~34,freq0
2997,age35~49,freq0
2998,age50~,freq0
2999,age50~,freq0
3000,age35~49,freq2
3001,age20~34,freq0
3002,age~19,freq0
3003,age20~34,freq1
3004,age35~49,freq2
3005,age35~49,freq1
3006,age20~34,freq0
3007,age50~,freq0
3008,age35~49,freq3~
3009,age20~34,freq0
3010,age50~,freq0
3011,age20~34,freq2
3012,age35~49,freq0
3013,age~19,freq1
3014,age50~,freq0
3015,age~19,freq1
3016,age50~,freq0
3017,age20~34,freq3~
3018,age20~34,freq3~
3019,age~19,freq0
3020,age~19,freq3~
3021,age20~34,freq0
3022,age~19,freq3~
3023,age35~49,freq0
3024,age35~49,freq0
3025,age~19,freq0
3026,age~19,freq0
3027,age20~34,freq1
3028,age20~34,freq0
3029,age20~34,freq0
3030,age50~,freq1
3031,age20~34,freq0
3032,age~19,freq3~
3033,age35~49,freq3~
3034,age50~,freq0
3035,age35~49,freq0
3036,age20~34,freq3~
3037,age20~34,freq2
3038,age50~,freq3~
3039,age20~34,freq0
3040,age50~,freq1
3041,age50~,freq2
3042,age20~34,freq1
3043,age~19,freq1
3044,age~19,freq1
3045,age20~34,freq2
3046,age35~49,freq0
3047,age20~34,freq0
3048,age35~49,freq0
3049,age20~34,freq0
3050,age35~49,freq1
3051,age50~,freq1
3052,age~19,freq0
3053,age35~49,freq3~
3054,age20~34,freq1
3055,age20~34,freq0
3056,age35~49,freq0
3057,age50~,freq0
3058,age35~49,freq1
3059,age35~49,freq2
3060,age35~49,freq0
3061,age20~34,freq1
3062,age35~49,freq1
3063,age35~49,freq1
3064,age35~49,freq3~
3065,age50~,freq2
3066,age35~49,freq0
3067,age20~34,freq1
3068,age20~34,freq0
3069,age20~34,freq0
3070,age35~49,freq1
3071,age20~34,freq3~
3072,age20~34,freq1
3073,age20~34,freq0
3074,age20~34,freq0
3075,age20~34,freq2
3076,age35~49,freq2
3077,age35~49,freq2
3078,age35~49,freq0
3079,age20~34,freq0
3080,age20~34,freq0
3081,age~19,freq3~
3082,age35~49,freq1
3083,age35~49,freq0
3084,age50~,freq1
3085,age35~49,freq3~
3086,age20~34,freq1
3087,age35~49,freq0
3088,age20~34,freq0
3089,age35~49,freq3~
3090,age~19,freq0
3091,age35~49,freq1
3092,age20~34,freq0
3093,age50~,freq1
3094,age35~49,freq1
3095,age35~49,freq3~
3096,age35~49,freq0
3097,age20~34,freq2
3098,age35~49,freq3~
3099,age20~34,freq0
3100,age20~34,freq3~
3101,age~19,freq0
3102,age~19,freq0
3103,age20~34,freq0
3104,age35~49,freq2
3105,age35~49,freq2
3106,age35~49,freq2
3107,age35~49,freq0
3108,age20~34,freq0
3109,age20~34,freq1
3110,age20~34,freq1
3111,age35~49,freq3~
3112,age20~34,freq0
3113,age35~49,freq3~
3114,age35~49,freq3~
3115,age20~34,freq1
3116,age50~,freq1
3117,age20~34,freq1
3118,age~19,freq0
3119,age35~49,freq2
3120,age50~,freq0
3121,age20~34,freq1
3122,age35~49,freq3~
3123,age50~,freq3~
3124,age35~49,freq1
3125,age50~,freq0
3126,age~19,freq0
3127,age20~34,freq3~
3128,age20~34,freq3~
3129,age20~34,freq1
3130,age20~34,freq3~
3131,age35~49,freq0
3132,age50~,freq1
3133,age35~49,freq0
3134,age35~49,freq0
3135,age35~49,freq1
3136,age~19,freq0
3137,age50~,freq1
3138,age50~,freq2
3139,age35~49,freq0
3140,age50~,freq1
3141,age35~49,freq3~
3142,age50~,freq1
3143,age35~49,freq1
3144,age50~,freq0
3145,age35~49,freq1
3146,age20~34,freq2
3147,age50~,freq0
3148,age35~49,freq0
3149,age35~49,freq1
3150,age50~,freq0
3151,age20~34,freq1
3152,age35~49,freq3~
3153,age20~34,freq1
3154,age50~,freq1
3155,age~19,freq0
3156,age50~,freq0
3157,age50~,freq3~
3158,age35~49,freq0
3159,age35~49,freq0
3160,age20~34,freq1
3161,age50~,freq0
3162,age20~34,freq3~
3163,age20~34,freq0
3164,age20~34,freq0
3165,age50~,freq1
3166,age20~34,freq3~
3167,age50~,freq1
3168,age50~,freq0
3169,age35~49,freq0
3170,age35~49,freq1
3171,age35~49,freq0
3172,age35~49,freq1
3173,age20~34,freq1
3174,age20~34,freq2
3175,age20~34,freq1
3176,age35~49,freq1
3177,age35~49,freq0
3178,age35~49,freq3~
3179,age35~49,freq1
3180,age20~34,freq1
3181,age~19,freq0
3182,age20~34,freq0
3183,age20~34,freq0
3184,age35~49,freq1
3185,age~19,freq0
3186,age50~,freq0
3187,age35~49,freq0
3188,age35~49,freq3~
3189,age~19,freq1
3190,age20~34,freq0
3191,age50~,freq1
3192,age20~34,freq2
3193,age35~49,freq0
3194,age50~,freq3~
3195,age35~49,freq3~
3196,age35~49,freq1
3197,age20~34,freq1
3198,age35~49,freq3~
3199,age20~34,freq3~
3200,age~19,freq0
3201,age35~49,freq3~
3202,age35~49,freq3~
3203,age35~49,freq0
3204,age50~,freq2
3205,age20~34,freq3~
3206,age20~34,freq0
3207,age35~49,freq1
3208,age50~,freq2
3209,age20~34,freq2
3210,age35~49,freq1
3211,age20~34,freq3~
3212,age20~34,freq0
3213,age20~34,freq3~
3214,age20~34,freq2
3215,age35~49,freq0
3216,age~19,freq0
3217,age35~49,freq0
3218,age20~34,freq2
3219,age35~49,freq1
3220,age35~49,freq0
3221,age20~34,freq0
3222,age~19,freq0
3223,age50~,freq1
3224,age20~34,freq2
3225,age20~34,freq2
3226,age35~49,freq1
3227,age35~49,freq3~
3228,age35~49,freq1
3229,age20~34,freq3~
3230,age50~,freq3~
3231,age35~49,freq0
3232,age50~,freq1
3233,age35~49,freq1
3234,age35~49,freq0
3235,age20~34,freq3~
3236,age50~,freq3~
3237,age35~49,freq1
3238,age~19,freq1
3239,age20~34,freq1
3240,age~19,freq3~
3241,age~19,freq3~
3242,age50~,freq3~
3243,age35~49,freq0
3244,age20~34,freq1
3245,age~19,freq1
3246,age35~49,freq0
3247,age20~34,freq1
3248,age20~34,freq0
3249,age50~,freq3~
3250,age35~49,freq3~
3251,age~19,freq0
3252,age35~49,freq0
3253,age35~49,freq1
3254,age35~49,freq3~
3255,age35~49,freq1
3256,age20~34,freq3~
3257,age35~49,freq0
3258,age50~,freq3~
3259,age20~34,freq1
3260,age35~49,freq1
3261,age35~49,freq3~
3262,age50~,freq0
3263,age35~49,freq1
3264,age20~34,freq1
3265,age35~49,freq2
3266,age35~49,freq1
3267,age35~49,freq0
3268,age20~34,freq1
3269,age20~34,freq0
3270,age~19,freq1
3271,age20~34,freq1
3272,age20~34,freq3~
3273,age35~49,freq1
3274,age50~,freq1
3275,age20~34,freq0
3276,age35~49,freq0
3277,age35~49,freq3~
3278,age20~34,freq0
3279,age20~34,freq3~
3280,age50~,freq3~
3281,age20~34,freq0
3282,age~19,freq3~
3283,age35~49,freq1
3284,age35~49,freq0
3285,age50~,freq3~
3286,age20~34,freq0
3287,age35~49,freq3~
3288,age20~34,freq0
3289,age50~,freq0
3290,age50~,freq1
3291,age35~49,freq2
3292,age~19,freq1
3293,age50~,freq0
3294,age~19,freq0
3295,age~19,freq2
3296,age~19,freq0
3297,age35~49,freq0
3298,age20~34,freq1
3299,age35~49,freq0
3300,age35~49,freq3~
3301,age20~34,freq3~
3302,age50~,freq1
3303,age35~49,freq0
3304,age35~49,freq1
3305,age20~34,freq0
3306,age20~34,freq0
3307,age35~49,freq1
3308,age~19,freq3~
3309,age20~34,freq0
3310,age35~49,freq2
3311,age35~49,freq1
3312,age20~34,freq0
3313,age~19,freq0
3314,age20~34,freq1
3315,age20~34,freq3~
3316,age35~49,freq1
3317,age35~49,freq0
3318,age~19,freq0
3319,age20~34,freq1
3320,age20~34,freq3~
3321,age35~49,freq3~
3322,age35~49,freq1
3323,age20~34,freq2
3324,age20~34,freq1
3325,age35~49,freq0
3326,age35~49,freq0
3327,age35~49,freq0
3328,age~19,freq1
3329,age35~49,freq1
3330,age50~,freq3~
3331,age35~49,freq0
3332,age35~49,freq2
3333,age35~49,freq1
3334,age35~49,freq0
3335,age20~34,freq0
3336,age20~34,freq1
3337,age20~34,freq0
3338,age20~34,freq0
3339,age50~,freq1
3340,age20~34,freq0
3341,age35~49,freq3~
3342,age20~34,freq0
3343,age50~,freq0
3344,age35~49,freq0
3345,age35~49,freq0
3346,age35~49,freq3~
3347,age35~49,freq0
3348,age35~49,freq0
3349,age35~49,freq0
3350,age20~34,freq1
3351,age35~49,freq0
3352,age20~34,freq0
3353,age20~34,freq1
3354,age20~34,freq1
3355,age20~34,freq0
3356,age20~34,freq3~
3357,age35~49,freq2
3358,age35~49,freq3~
3359,age35~49,freq0
3360,age35~49,freq1
3361,age20~34,freq0
3362,age35~49,freq0
3363,age35~49,freq0
3364,age20~34,freq1
3365,age35~49,freq0
3366,age35~49,freq0
3367,age~19,freq2
3368,age35~49,freq1
3369,age~19,freq2
3370,age35~49,freq1
3371,age50~,freq0
3372,age20~34,freq2
3373,age35~49,freq1
3374,age20~34,freq1
3375,age50~,freq1
3376,age50~,freq0
3377,age35~49,freq2
3378,age35~49,freq0
3379,age35~49,freq2
3380,age~19,freq0
3381,age35~49,freq0
3382,age20~34,freq0
3383,age50~,freq3~
3384,age~19,freq0
3385,age35~49,freq1
3386,age~19,freq1
3387,age20~34,freq1
3388,age20~34,freq2
3389,age35~49,freq3~
3390,age20~34,freq0
3391,age~19,freq3~
3392,age20~34,freq2
3393,age20~34,freq1
3394,age35~49,freq1
3395,age35~49,freq0
3396,age35~49,freq0
3397,age35~49,freq2
3398,age50~,freq3~
3399,age35~49,freq1
3400,age35~49,freq0
3401,age35~49,freq3~
3402,age35~49,freq0
3403,age50~,freq1
3404,age35~49,freq1
3405,age35~49,freq1
3406,age50~,freq3~
3407,age~19,freq0
3408,age35~49,freq0
3409,age20~34,freq1
3410,age50~,freq1
3411,age35~49,freq0
3412,age35~49,freq1
3413,age50~,freq3~
3414,age35~49,freq0
3415,age20~34,freq2
3416,age20~34,freq0
3417,age20~34,freq1
3418,age50~,freq0
3419,age35~49,freq1
3420,age35~49,freq1
3421,age20~34,freq0
3422,age35~49,freq0
3423,age35~49,freq0
3424,age35~49,freq0
3425,age35~49,freq2
3426,age50~,freq3~
3427,age35~49,freq0
3428,age~19,freq0
3429,age35~49,freq0
3430,age35~49,freq3~
3431,age~19,freq0
3432,age35~49,freq0
3433,age50~,freq1
3434,age~19,freq1
3435,age35~49,freq1
3436,age35~49,freq0
3437,age35~49,freq0
3438,age20~34,freq0
3439,age20~34,freq1
3440,age35~49,freq2
3441,age35~49,freq0
3442,age35~49,freq1
3443,age20~34,freq3~
3444,age35~49,freq3~
3445,age50~,freq2
3446,age35~49,freq3~
3447,age35~49,freq1
3448,age50~,freq2
3449,age35~49,freq0
3450,age35~49,freq3~
3451,age35~49,freq1
3452,age35~49,freq1
3453,age35~49,freq3~
3454,age20~34,freq2
3455,age35~49,freq3~
3456,age50~,freq0
3457,age~19,freq1
3458,age35~49,freq2
3459,age35~49,freq2
3460,age~19,freq0
3461,age35~49,freq3~
3462,age20~34,freq1
3463,age20~34,freq1
3464,age35~49,freq0
3465,age20~34,freq0
3466,age20~34,freq0
3467,age35~49,freq2
3468,age~19,freq0
3469,age35~49,freq2
3470,age~19,freq1
3471,age20~34,freq0
3472,age20~34,freq3~
3473,age~19,freq3~
3474,age20~34,freq1
3475,age50~,freq1
3476,age20~34,freq0
3477,age50~,freq0
3478,age35~49,freq1
3479,age20~34,freq1
3480,age35~49,freq3~
3481,age50~,freq1
3482,age50~,freq0
3483,age35~49,freq2
3484,age50~,freq1
3485,age35~49,freq0
3486,age35~49,freq3~
3487,age~19,freq2
3488,age~19,freq0
3489,age20~34,freq3~
3490,age20~34,freq1
3491,age50~,freq2
3492,age50~,freq0
3493,age35~49,freq3~
3494,age20~34,freq1
3495,age50~,freq1
3496,age35~49,freq3~
3497,age35~49,freq1
3498,age~19,freq1
3499,age35~49,freq0
3500,age20~34,freq0
3501,age35~49,freq1
3502,age20~34,freq1
3503,age35~49,freq0
3504,age20~34,freq1
3505,age50~,freq1
3506,age50~,freq3~
3507,age~19,freq0
3508,age50~,freq3~
3509,age~19,freq2
3510,age35~49,freq0
3511,age20~34,freq0
3512,age20~34,freq3~
3513,age35~49,freq2
3514,age35~49,freq0
3515,age50~,freq0
3516,age20~34,freq3~
3517,age35~49,freq1
3518,age20~34,freq2
3519,age20~34,freq0
3520,age35~49,freq2
3521,age35~49,freq0
3522,age20~34,freq0
3523,age35~49,freq1
3524,age20~34,freq0
3525,age35~49,freq1
3526,age~19,freq3~
3527,age50~,freq3~
3528,age50~,freq1
3529,age20~34,freq0
3530,age35~49,freq0
3531,age~19,freq3~
3532,age35~49,freq0
3533,age50~,freq1
3534,age35~49,freq0
3535,age20~34,freq0
3536,age20~34,freq1
3537,age35~49,freq0
3538,age20~34,freq0
3539,age50~,freq3~
3540,age~19,freq3~
3541,age20~34,freq0
3542,age20~34,freq1
3543,age20~34,freq1
3544,age20~34,freq3~
3545,age20~34,freq1
3546,age20~34,freq3~
3547,age35~49,freq0
3548,age35~49,freq0
3549,age35~49,freq1
3550,age20~34,freq0
3551,age35~49,freq3~
3552,age35~49,freq1
3553,age20~34,freq1
3554,age20~34,freq0
3555,age50~,freq3~
3556,age50~,freq0
3557,age50~,freq3~
3558,age50~,freq1
3559,age50~,freq1
3560,age20~34,freq1
3561,age35~49,freq0
3562,age50~,freq3~
3563,age20~34,freq0
3564,age~19,freq1
3565,age35~49,freq3~
3566,age50~,freq3~
3567,age35~49,freq3~
3568,age20~34,freq3~
3569,age35~49,freq1
3570,age50~,freq1
3571,age20~34,freq0
3572,age50~,freq3~
3573,age50~,freq1
3574,age~19,freq1
3575,age20~34,freq1
3576,age50~,freq3~
3577,age35~49,freq1
3578,age20~34,freq0
3579,age35~49,freq0
3580,age20~34,freq0
3581,age~19,freq0
3582,age35~49,freq3~
3583,age50~,freq0
3584,age35~49,freq3~
3585,age20~34,freq3~
3586,age20~34,freq0
3587,age35~49,freq2
3588,age35~49,freq0
3589,age50~,freq0
3590,age35~49,freq3~
3591,age35~49,freq1
3592,age35~49,freq1
3593,age35~49,freq1
3594,age20~34,freq1
3595,age20~34,freq0
3596,age20~34,freq1
3597,age50~,freq0
3598,age35~49,freq1
3599,age20~34,freq2
3600,age20~34,freq0
3601,age~19,freq1
3602,age50~,freq2
3603,age20~34,freq2
3604,age50~,freq2
3605,age~19,freq2
